student_id,college_id,name,gender,department,batch_year,cgpa,skills,email,phone,city,placement_status
4201,65,Aayush Singhal,Male,Commerce,2023,7.39,"Product Management, AWS, Excel, Communication",aayush.singhal4201@placemux-student.com,4114862978,North Dumdum,Placed
4202,72,Inaya Verma,Female,Information Technology,2027,7.12,"Power BI, Deep Learning, Node.js, Machine Learning, Django, SQL",inaya.verma4202@placemux-student.com,2916604009,Hosur,Not Placed
4203,26,Vanya Barman,Female,Commerce,2026,6.5,"Data Analysis, Digital Marketing, SQL, Node.js",vanya.barman4203@placemux-student.com,7215184744,Nizamabad,Placed
4204,33,Jeet Chana,Male,Information Technology,2024,8.72,"React, Machine Learning, Python, C++, Data Analysis, Kubernetes, Deep Learning",jeet.chana4204@placemux-student.com,2264923272,Korba,Placed
4205,73,Yashasvi Joshi,Female,Electronics & Communication,2027,6.47,"Power BI, Java, Product Management, React",yashasvi.joshi4205@placemux-student.com,7649952325,Bokaro,Not Placed
4206,15,Farhan Sabharwal,Male,Artificial Intelligence & ML,2023,9.09,"Tableau, Digital Marketing, Excel, Node.js",farhan.sabharwal4206@placemux-student.com,1648435145,Thane,In Process
4207,92,Ojasvi Oza,Female,Electronics & Communication,2027,8.49,"Communication, Kubernetes, C++, Deep Learning, Tableau",ojasvi.oza4207@placemux-student.com,8555885991,Agartala,Placed
4208,57,Vrishti Sharaf,Female,Electronics & Communication,2027,6.72,"Java, Django, AWS, React",vrishti.sharaf4208@placemux-student.com,4995853911,Ulhasnagar,In Process
4209,99,Banjeet Grewal,Male,Commerce,2027,7.27,"SQL, Node.js, Power BI",banjeet.grewal4209@placemux-student.com,6176251973,Bellary,Placed
4210,96,Charvi Dhar,Female,Data Science,2025,8.42,"Communication, Excel, Power BI",charvi.dhar4210@placemux-student.com,5281007498,Bangalore,In Process
4211,67,Pranav Kumer,Male,Commerce,2026,4.69,"Product Management, C++, React, Excel, Deep Learning, AWS, Python",pranav.kumer4211@placemux-student.com,0438008666,Dhule,In Process
4212,69,Kritika Radhakrishnan,Female,Electronics & Communication,2025,7.34,"Power BI, Excel, Tableau",kritika.radhakrishnan4212@placemux-student.com,2339364695,Karimnagar,In Process
4213,48,Eshana Aurora,Female,Business Administration,2026,6.39,"Node.js, DevOps, Tableau, AWS, Kubernetes",eshana.aurora4213@placemux-student.com,4888507325,Udaipur,In Process
4214,44,Ayush Srivastava,Male,Artificial Intelligence & ML,2023,6.49,"Deep Learning, Digital Marketing, Kubernetes, Excel, Python",ayush.srivastava4214@placemux-student.com,2692523209,Bidhannagar,Placed
4215,84,Ekalinga Oak,Male,Computer Science,2026,6.69,"Excel, Power BI, C++, Deep Learning, Tableau, Data Analysis, Django",ekalinga.oak4215@placemux-student.com,7012008407,Bikaner,Placed
4216,8,Eta Srinivas,Female,Commerce,2026,5.7,"React, Docker, Product Management",eta.srinivas4216@placemux-student.com,4859931785,Tiruppur,Placed
4217,7,Madhavi Bera,Female,Business Administration,2023,6.16,"Kubernetes, Communication, React, Django",madhavi.bera4217@placemux-student.com,3867677037,Fatehpur,Placed
4218,79,Ekta Baral,Female,Data Science,2025,6.42,"React, Docker, Digital Marketing, Django, SQL, DevOps, C++",ekta.baral4218@placemux-student.com,6719994650,Karawal Nagar,In Process
4219,23,Elijah Ghosh,Male,Electrical Engineering,2024,7.43,"Tableau, Python, Product Management",elijah.ghosh4219@placemux-student.com,9497083406,Ahmednagar,Not Placed
4220,2,Siya Muni,Female,Data Science,2027,7.95,"SQL, Docker, Power BI, Java, C++, AWS",siya.muni4220@placemux-student.com,1487774599,Nadiad,In Process
4221,87,Aarnav Vora,Male,Commerce,2025,8.09,"Python, AWS, SQL, Django, Docker, React, Data Analysis",aarnav.vora4221@placemux-student.com,9320796448,Bikaner,In Process
4222,87,Oviya Karpe,Female,Mechanical Engineering,2023,6.89,"React, Tableau, Docker",oviya.karpe4222@placemux-student.com,2552500308,Alappuzha,In Process
4223,53,Arya Ghosh,Female,Mechanical Engineering,2025,8.05,"Excel, React, Kubernetes, DevOps",arya.ghosh4223@placemux-student.com,8703321583,Cuttack,Placed
4224,98,Yashodhara Pai,Female,Commerce,2027,6.57,"SQL, Django, Python, Digital Marketing, Docker",yashodhara.pai4224@placemux-student.com,7436048988,Motihari,Placed
4225,31,Deepa Sarna,Female,Information Technology,2026,7.45,"Kubernetes, Python, Docker, Tableau, Product Management",deepa.sarna4225@placemux-student.com,0609471888,Madurai,In Process
4226,65,Kamala Chad,Female,Information Technology,2025,7.66,"Docker, Django, Deep Learning",kamala.chad4226@placemux-student.com,4296730746,Sagar,Placed
4227,59,Saumya Bose,Female,Computer Science,2026,7.69,"Java, Deep Learning, Tableau, Machine Learning",saumya.bose4227@placemux-student.com,7812779491,Anand,In Process
4228,41,Dhruv Kannan,Male,Business Administration,2027,6.94,"Java, Communication, Data Analysis, Kubernetes, Power BI",dhruv.kannan4228@placemux-student.com,6270491418,Patiala,In Process
4229,11,Harshil Wali,Male,Data Science,2023,7.06,"Tableau, Django, Digital Marketing, React, Communication",harshil.wali4229@placemux-student.com,1672900372,Kochi,In Process
4230,71,Praneel Chadha,Male,Computer Science,2027,8.12,"C++, SQL, Product Management",praneel.chadha4230@placemux-student.com,0745529003,Ambarnath,In Process
4231,2,William Bandi,Male,Information Technology,2026,8.07,"Java, Deep Learning, Digital Marketing",william.bandi4231@placemux-student.com,9226303078,Bhilwara,Placed
4232,8,Ethan Majumdar,Male,Electrical Engineering,2025,8.15,"DevOps, Python, Node.js, Product Management, Digital Marketing, Docker, SQL",ethan.majumdar4232@placemux-student.com,1257981233,Faridabad,In Process
4233,75,Hiral Prabhu,Female,Electronics & Communication,2027,8.68,"Deep Learning, Node.js, Data Analysis, Product Management, Java, Digital Marketing, Python",hiral.prabhu4233@placemux-student.com,3114021530,Nanded,In Process
4234,72,Victor Sachar,Male,Mechanical Engineering,2027,6.06,"DevOps, Deep Learning, Excel, Tableau, C++, Product Management",victor.sachar4234@placemux-student.com,7781289332,Durgapur,Placed
4235,98,Elijah Jha,Male,Electronics & Communication,2026,7.04,"C++, Tableau, Communication, Excel, Node.js, Deep Learning",elijah.jha4235@placemux-student.com,7781621427,Bahraich,In Process
4236,91,Advay Sridhar,Male,Information Technology,2025,8.55,"Excel, Node.js, Java, Communication, SQL, AWS, React",advay.sridhar4236@placemux-student.com,2141635021,Burhanpur,Placed
4237,35,Darpan Dara,Male,Information Technology,2024,6.08,"Tableau, Communication, Java, DevOps",darpan.dara4237@placemux-student.com,1064558200,Gopalpur,In Process
4238,95,Lajita Parmer,Female,Data Science,2027,6.64,"Tableau, Data Analysis, Digital Marketing, Power BI",lajita.parmer4238@placemux-student.com,6194653709,Narasaraopet,Placed
4239,35,Yochana Keer,Female,Business Administration,2025,8.46,"Tableau, Django, Kubernetes, Machine Learning, Product Management, Deep Learning, Python",yochana.keer4239@placemux-student.com,3236770989,Raichur,In Process
4240,34,Bachittar Taneja,Male,Electrical Engineering,2027,8.98,"Deep Learning, SQL, Tableau, Communication, Java",bachittar.taneja4240@placemux-student.com,1358812155,Mumbai,Placed
4241,15,Yashawini Sodhi,Female,Civil Engineering,2025,4.48,"Digital Marketing, Django, Docker, Kubernetes, SQL",yashawini.sodhi4241@placemux-student.com,3016188041,Kharagpur,Placed
4242,1,Darsh Bedi,Male,Electrical Engineering,2027,6.78,"Digital Marketing, Java, Docker, Product Management, AWS, Power BI, Django",darsh.bedi4242@placemux-student.com,6102967469,Jammu,In Process
4243,100,Meghana Hayer,Female,Civil Engineering,2025,7.9,"Node.js, Communication, Java, DevOps, Tableau, React",meghana.hayer4243@placemux-student.com,6393483557,Gandhidham,In Process
4244,76,Netra Sura,Female,Data Science,2024,7.67,"Product Management, Digital Marketing, Kubernetes",netra.sura4244@placemux-student.com,7715564896,Firozabad,In Process
4245,64,Rohan Raju,Male,Electronics & Communication,2026,8.7,"Excel, DevOps, Data Analysis, C++",rohan.raju4245@placemux-student.com,1815899609,Panihati,Placed
4246,14,Jeremiah Hayre,Male,Business Administration,2025,5.82,"Machine Learning, Digital Marketing, Product Management, SQL, Java, Tableau, DevOps",jeremiah.hayre4246@placemux-student.com,9262048240,Hospet,In Process
4247,61,Hemang Zacharia,Male,Data Science,2027,9.69,"Kubernetes, Excel, Power BI",hemang.zacharia4247@placemux-student.com,0189733247,Proddatur,Placed
4248,36,Ryan Soman,Male,Commerce,2026,8.02,"Kubernetes, C++, Data Analysis, Node.js, SQL, Machine Learning, Docker",ryan.soman4248@placemux-student.com,9031697281,Agra,In Process
4249,19,Veer Khurana,Male,Artificial Intelligence & ML,2024,8.32,"Docker, AWS, Java",veer.khurana4249@placemux-student.com,3190857346,Sonipat,In Process
4250,63,Warjas Bhat,Male,Data Science,2025,7.84,"Kubernetes, Python, Java, React, Docker",warjas.bhat4250@placemux-student.com,5422709557,Pondicherry,In Process
4251,51,Jackson Sachdeva,Male,Electrical Engineering,2025,8.49,"DevOps, Deep Learning, React, Python",jackson.sachdeva4251@placemux-student.com,8964353820,Haridwar,Placed
4252,93,Upkaar Buch,Male,Commerce,2024,8.61,"Kubernetes, Node.js, Docker, Deep Learning, Machine Learning",upkaar.buch4252@placemux-student.com,9441153091,Jammu,In Process
4253,89,Reyansh Ratta,Male,Commerce,2027,6.28,"Communication, Deep Learning, Excel",reyansh.ratta4253@placemux-student.com,0627244709,Bharatpur,In Process
4254,10,Abha Setty,Female,Electronics & Communication,2027,8.36,"Tableau, Communication, Django, Python, Product Management",abha.setty4254@placemux-student.com,6239252655,Vellore,In Process
4255,97,Darsh Choudhry,Male,Artificial Intelligence & ML,2024,8.65,"Tableau, Machine Learning, Deep Learning, Excel",darsh.choudhry4255@placemux-student.com,0056555304,Hindupur,In Process
4256,71,Ishani Wali,Female,Artificial Intelligence & ML,2024,7.56,"Excel, Power BI, SQL",ishani.wali4256@placemux-student.com,2707593359,Proddatur,Placed
4257,20,Mason Krishna,Male,Electronics & Communication,2027,7.22,"C++, Kubernetes, Java, Excel, DevOps, Django",mason.krishna4257@placemux-student.com,3289017106,Bhilai,Placed
4258,47,Tanveer Vig,Male,Business Administration,2027,7.46,"Power BI, Tableau, Digital Marketing, Docker",tanveer.vig4258@placemux-student.com,8395434571,Bellary,In Process
4259,62,Zehaan Lall,Male,Civil Engineering,2025,8.16,"Product Management, Kubernetes, Docker, Tableau, Deep Learning, Node.js",zehaan.lall4259@placemux-student.com,5887049193,Bikaner,In Process
4260,23,Kamala Handa,Female,Mechanical Engineering,2025,6.99,"Docker, Excel, Tableau, Communication, SQL",kamala.handa4260@placemux-student.com,1950962334,Begusarai,Placed
4261,31,Jacob Kibe,Male,Data Science,2023,7.61,"Machine Learning, React, AWS",jacob.kibe4261@placemux-student.com,3787335805,Jehanabad,Placed
4262,50,Yashasvi Bir,Female,Information Technology,2027,7.5,"Digital Marketing, Power BI, Node.js, Tableau, C++",yashasvi.bir4262@placemux-student.com,8805951556,Guntur,In Process
4263,36,Gavin Shere,Male,Commerce,2023,6.93,"Excel, Django, Data Analysis, Docker",gavin.shere4263@placemux-student.com,0063647048,Bettiah,In Process
4264,97,Anthony Madan,Male,Civil Engineering,2025,8.41,"React, Excel, Docker",anthony.madan4264@placemux-student.com,9294476337,Sasaram,Placed
4265,3,Aditya Kumar,Male,Information Technology,2025,8.06,"Digital Marketing, Data Analysis, Power BI, DevOps, Kubernetes, Java",aditya.kumar4265@placemux-student.com,0130376049,Hindupur,In Process
4266,71,Vinaya Bail,Female,Computer Science,2026,8.66,"Kubernetes, Django, React, Digital Marketing, Data Analysis, Power BI",vinaya.bail4266@placemux-student.com,7973108027,South Dumdum,Placed
4267,1,Nathan Pillai,Male,Business Administration,2023,7.66,"Power BI, C++, Excel",nathan.pillai4267@placemux-student.com,8419032221,Tadepalligudem,Placed
4268,25,Bhavna Ravel,Female,Electronics & Communication,2026,6.4,"Data Analysis, Machine Learning, Django, Java, React",bhavna.ravel4268@placemux-student.com,0709419572,Guna,Placed
4269,61,Kabir Palla,Male,Electronics & Communication,2026,6.5,"Data Analysis, Digital Marketing, Java, AWS, Tableau",kabir.palla4269@placemux-student.com,6981053405,Jehanabad,In Process
4270,4,Hemani Kala,Female,Civil Engineering,2025,6.28,"Kubernetes, Power BI, Node.js",hemani.kala4270@placemux-student.com,8107993456,Nandyal,In Process
4271,15,Frado Rama,Male,Information Technology,2024,7.43,"DevOps, Power BI, AWS, SQL, Machine Learning, Docker",frado.rama4271@placemux-student.com,4533962599,South Dumdum,In Process
4272,22,Warda Chaudhari,Female,Computer Science,2026,6.82,"Python, Deep Learning, Kubernetes, Node.js, Product Management, Excel, Django",warda.chaudhari4272@placemux-student.com,2273722638,Nadiad,In Process
4273,2,Azad Hans,Male,Data Science,2026,7.58,"SQL, C++, Communication, DevOps, Product Management, Excel",azad.hans4273@placemux-student.com,5817810524,Malda,Placed
4274,55,Hitesh Peri,Male,Information Technology,2027,7.35,"DevOps, Power BI, C++, Communication",hitesh.peri4274@placemux-student.com,2113579614,Ozhukarai,Placed
4275,26,Veer Sura,Male,Electronics & Communication,2025,8.19,"Node.js, Kubernetes, Docker",veer.sura4275@placemux-student.com,3152279110,Mau,Placed
4276,84,Anusha Ravi,Female,Data Science,2027,6.86,"SQL, Node.js, Docker, Django",anusha.ravi4276@placemux-student.com,3020068652,Bhavnagar,Placed
4277,98,Alka Mani,Female,Commerce,2027,9.06,"C++, Excel, Django",alka.mani4277@placemux-student.com,2470428485,Karawal Nagar,Placed
4278,62,Ekantika Merchant,Female,Business Administration,2025,7.75,"Communication, Node.js, Kubernetes, Docker, Product Management, DevOps, Power BI",ekantika.merchant4278@placemux-student.com,0893200858,Jehanabad,In Process
4279,69,Isaiah Dutta,Male,Mechanical Engineering,2024,6.3,"Java, C++, React, Digital Marketing, Data Analysis, Docker",isaiah.dutta4279@placemux-student.com,9446431029,Junagadh,In Process
4280,43,Panini Venkatesh,Other,Electronics & Communication,2023,9.0,"Kubernetes, Digital Marketing, Tableau, SQL, Node.js, Machine Learning, DevOps",panini.venkatesh4280@placemux-student.com,5717862089,Tadepalligudem,In Process
4281,45,Inaya Krishna,Female,Civil Engineering,2024,7.33,"Power BI, Django, Docker, Digital Marketing",inaya.krishna4281@placemux-student.com,2948074268,Nagercoil,Placed
4282,37,Azaan Chandran,Male,Electrical Engineering,2024,6.75,"Deep Learning, Kubernetes, Django, React, Power BI, Excel",azaan.chandran4282@placemux-student.com,7547503168,Purnia,Placed
4283,53,Tanish Mukhopadhyay,Male,Mechanical Engineering,2024,7.83,"React, Docker, Tableau, Django, Python, DevOps",tanish.mukhopadhyay4283@placemux-student.com,9680120039,Howrah,In Process
4284,61,Nikita Savant,Female,Business Administration,2024,8.41,"Docker, Deep Learning, Tableau",nikita.savant4284@placemux-student.com,5954408888,Ujjain,In Process
4285,83,Bhavna Jayaraman,Female,Business Administration,2024,7.2,"Tableau, SQL, Python, Power BI, Node.js",bhavna.jayaraman4285@placemux-student.com,4180848296,Pimpri-Chinchwad,In Process
4286,44,Yahvi Kata,Female,Mechanical Engineering,2025,8.02,"Excel, DevOps, Product Management, Deep Learning",yahvi.kata4286@placemux-student.com,3221563439,Etawah,In Process
4287,94,Devansh Kohli,Male,Computer Science,2023,6.38,"Node.js, AWS, React, Tableau, Deep Learning, C++",devansh.kohli4287@placemux-student.com,5474329955,Dehri,Placed
4288,69,Ishwar Patil,Male,Commerce,2026,6.75,"C++, AWS, Digital Marketing, Docker, DevOps",ishwar.patil4288@placemux-student.com,6541390744,Jehanabad,In Process
4289,74,Ekaja Agate,Female,Electronics & Communication,2024,5.5,"Java, React, Tableau, Data Analysis",ekaja.agate4289@placemux-student.com,2212370322,Allahabad,In Process
4290,45,Gautam Saraf,Male,Computer Science,2024,8.85,"DevOps, Tableau, Python, Communication, Node.js, Django, React",gautam.saraf4290@placemux-student.com,0520610841,Bhalswa Jahangir Pur,Placed
4291,45,Vedhika Nazareth,Female,Commerce,2026,7.14,"C++, Digital Marketing, Communication, Power BI, Data Analysis",vedhika.nazareth4291@placemux-student.com,2386377364,Chittoor,In Process
4292,5,Faris Gara,Male,Business Administration,2027,7.28,"Java, Communication, Machine Learning, Kubernetes, Power BI, Data Analysis",faris.gara4292@placemux-student.com,4369174238,Amaravati,Placed
4293,32,Chakrika Virk,Female,Civil Engineering,2026,6.8,"DevOps, Product Management, Power BI",chakrika.virk4293@placemux-student.com,9817455275,Chandrapur,In Process
4294,69,Dayamai Bandi,Female,Computer Science,2025,5.83,"Data Analysis, Docker, Django, C++, Kubernetes, Communication",dayamai.bandi4294@placemux-student.com,3362864116,Dhanbad,In Process
4295,88,Keya Kaul,Female,Mechanical Engineering,2024,8.28,"Docker, Excel, Power BI, Deep Learning, Data Analysis",keya.kaul4295@placemux-student.com,3649036571,Siliguri,Placed
4296,84,Indrajit Bora,Male,Business Administration,2027,4.97,"Digital Marketing, SQL, Node.js, Communication",indrajit.bora4296@placemux-student.com,1018554057,Lucknow,In Process
4297,54,Januja Chada,Female,Computer Science,2026,8.61,"DevOps, Kubernetes, Tableau, Product Management, Python",januja.chada4297@placemux-student.com,1747490792,Panihati,Placed
4298,27,Kamya Sule,Female,Electronics & Communication,2026,9.34,"Data Analysis, Excel, C++, Product Management",kamya.sule4298@placemux-student.com,6230576207,Bhilai,Placed
4299,34,Zinal Pau,Female,Mechanical Engineering,2023,6.17,"Java, Deep Learning, Power BI, Python, C++",zinal.pau4299@placemux-student.com,2186253956,Ichalkaranji,Placed
4300,67,Idika Deol,Female,Mechanical Engineering,2027,5.74,"React, Java, Data Analysis",idika.deol4300@placemux-student.com,3490934269,Rohtak,Not Placed
4301,52,Mason Kade,Male,Data Science,2024,7.21,"Python, Machine Learning, Data Analysis, Docker, Deep Learning, Java, Power BI",mason.kade4301@placemux-student.com,4105458960,Pallavaram,Placed
4302,38,Hamsini Ramachandran,Female,Information Technology,2023,8.05,"Data Analysis, Digital Marketing, DevOps, Power BI, Java, Node.js, Excel",hamsini.ramachandran4302@placemux-student.com,5668073457,Berhampore,In Process
4303,57,Advay Rege,Male,Mechanical Engineering,2025,7.16,"Python, Machine Learning, DevOps, AWS, Docker, Data Analysis, React",advay.rege4303@placemux-student.com,5026472231,Ranchi,Placed
4304,32,Faqid Arya,Male,Business Administration,2026,10.0,"Tableau, Python, React, Digital Marketing, Deep Learning, SQL",faqid.arya4304@placemux-student.com,6579667581,Gopalpur,Placed
4305,41,Vedika Sathe,Female,Commerce,2026,6.72,"C++, Django, DevOps",vedika.sathe4305@placemux-student.com,2369663786,Nagercoil,In Process
4306,26,Xiti Taneja,Female,Electrical Engineering,2027,7.25,"DevOps, Tableau, Communication, Digital Marketing, Deep Learning, Node.js, Kubernetes",xiti.taneja4306@placemux-student.com,7404950692,Chandigarh,Placed
4307,37,Oscar Prakash,Male,Mechanical Engineering,2026,7.29,"DevOps, Digital Marketing, Python, C++, Docker, Tableau, Deep Learning",oscar.prakash4307@placemux-student.com,5292781362,Bhiwani,In Process
4308,54,Warda Singh,Female,Civil Engineering,2027,6.76,"Product Management, SQL, Tableau, Machine Learning",warda.singh4308@placemux-student.com,3839502786,Bilaspur,In Process
4309,96,Chaitanya Kari,Male,Electronics & Communication,2025,8.93,"Communication, SQL, Kubernetes, Data Analysis, DevOps",chaitanya.kari4309@placemux-student.com,0397851412,Kharagpur,In Process
4310,13,Yatin Sur,Male,Business Administration,2027,8.54,"DevOps, React, Java, Tableau",yatin.sur4310@placemux-student.com,6852374761,Bhimavaram,Placed
4311,72,Waida Halder,Female,Information Technology,2027,5.05,"SQL, Django, C++, Machine Learning",waida.halder4311@placemux-student.com,0081105212,Haridwar,Placed
4312,18,Wridesh Virk,Male,Civil Engineering,2025,7.27,"SQL, Communication, DevOps, Deep Learning",wridesh.virk4312@placemux-student.com,1986645338,Bhilai,Placed
4313,57,Arin Sarna,Male,Artificial Intelligence & ML,2026,7.29,"React, Java, AWS, Product Management, Digital Marketing",arin.sarna4313@placemux-student.com,7603107773,Bilaspur,Placed
4314,60,Chaaya Madan,Female,Mechanical Engineering,2025,5.73,"Excel, Tableau, AWS, Python, React, Deep Learning, Docker",chaaya.madan4314@placemux-student.com,1275798802,Bathinda,In Process
4315,3,Gautami Patla,Female,Civil Engineering,2023,5.16,"Node.js, SQL, Digital Marketing, Communication",gautami.patla4315@placemux-student.com,2098755467,Raichur,Placed
4316,51,Veda Bassi,Female,Civil Engineering,2023,6.89,"Product Management, AWS, Power BI, Data Analysis",veda.bassi4316@placemux-student.com,2808703411,Srinagar,In Process
4317,97,Anita Chand,Female,Electronics & Communication,2025,7.2,"Excel, SQL, Node.js, Product Management, Java, Kubernetes, DevOps",anita.chand4317@placemux-student.com,8301535278,Agra,In Process
4318,86,Samar Hans,Male,Artificial Intelligence & ML,2027,7.18,"Product Management, C++, Java, Python, Communication, Tableau",samar.hans4318@placemux-student.com,1962841944,Karimnagar,Placed
4319,10,Yug Ganesan,Male,Civil Engineering,2026,7.51,"SQL, React, Data Analysis, Product Management, C++",yug.ganesan4319@placemux-student.com,2183957685,Jhansi,In Process
4320,21,Omisha Prashad,Female,Information Technology,2024,7.83,"SQL, Kubernetes, Digital Marketing",omisha.prashad4320@placemux-student.com,4195178631,Kadapa,In Process
4321,73,Ranveer Pau,Male,Information Technology,2024,8.37,"Data Analysis, Excel, Docker, DevOps, Deep Learning",ranveer.pau4321@placemux-student.com,8796737995,Kadapa,In Process
4322,56,Ojasvi Reddy,Female,Data Science,2027,8.85,"Digital Marketing, Power BI, Node.js, Tableau",ojasvi.reddy4322@placemux-student.com,5216348786,Faridabad,Placed
4323,36,Nitesh Dada,Male,Electronics & Communication,2023,6.81,"SQL, Node.js, Deep Learning, Data Analysis, Communication, Power BI",nitesh.dada4323@placemux-student.com,8426410220,Adoni,In Process
4324,73,Ojasvi Soni,Female,Commerce,2023,6.23,"React, Python, Node.js",ojasvi.soni4324@placemux-student.com,8352627382,Sirsa,In Process
4325,83,Andrew Rao,Male,Information Technology,2025,7.01,"Docker, SQL, Data Analysis, Java",andrew.rao4325@placemux-student.com,5091792611,Junagadh,Placed
4326,100,Ayushman Puri,Male,Business Administration,2023,7.49,"Communication, Kubernetes, Java, Node.js, Product Management, Excel, Tableau",ayushman.puri4326@placemux-student.com,2323673654,Kakinada,In Process
4327,37,Darpan Boase,Male,Commerce,2023,8.2,"Django, Power BI, Communication, DevOps, Node.js, Machine Learning, Java",darpan.boase4327@placemux-student.com,2027221631,Motihari,In Process
4328,21,Eesha Seshadri,Female,Mechanical Engineering,2025,6.6,"Product Management, Java, Docker, React, SQL, C++, Machine Learning",eesha.seshadri4328@placemux-student.com,3409586354,Kolhapur,Placed
4329,42,Sanaya Sanghvi,Female,Data Science,2026,8.28,"Kubernetes, AWS, Machine Learning, Tableau, React, Digital Marketing",sanaya.sanghvi4329@placemux-student.com,4299663907,Kurnool,Placed
4330,45,Henry Thaker,Male,Mechanical Engineering,2027,6.4,"Java, Communication, SQL, Deep Learning, Kubernetes, Python",henry.thaker4330@placemux-student.com,2280023706,Baranagar,Placed
4331,26,Bhavini Shanker,Female,Computer Science,2023,6.31,"SQL, Machine Learning, Docker, Deep Learning, Communication, Python, Node.js",bhavini.shanker4331@placemux-student.com,3612393381,Parbhani,In Process
4332,33,Timothy Panchal,Male,Civil Engineering,2025,7.11,"AWS, Node.js, Python, Data Analysis",timothy.panchal4332@placemux-student.com,5238589725,Kamarhati,Placed
4333,18,Ekta Deol,Female,Artificial Intelligence & ML,2026,8.27,"DevOps, Power BI, Python, Deep Learning, SQL, React, Excel",ekta.deol4333@placemux-student.com,7090313464,Gwalior,Placed
4334,10,Nitesh Karan,Male,Electrical Engineering,2026,6.63,"Java, Deep Learning, Tableau, DevOps, React",nitesh.karan4334@placemux-student.com,9583326509,Dibrugarh,Placed
4335,34,Mitesh Walla,Male,Information Technology,2026,8.16,"Data Analysis, SQL, Django, AWS",mitesh.walla4335@placemux-student.com,6459030067,Anantapuram,In Process
4336,96,Tara Baral,Female,Information Technology,2023,6.0,"AWS, Deep Learning, Docker",tara.baral4336@placemux-student.com,0656121747,Rajpur Sonarpur,In Process
4337,22,Max Barad,Male,Mechanical Engineering,2027,8.5,"C++, Tableau, Python",max.barad4337@placemux-student.com,8877275386,Pimpri-Chinchwad,Placed
4338,81,Vamakshi Joshi,Female,Computer Science,2023,7.04,"Django, AWS, Java, Power BI, Digital Marketing, Docker, Data Analysis",vamakshi.joshi4338@placemux-student.com,2180893169,Gangtok,In Process
4339,34,Quincy Konda,Male,Commerce,2024,7.67,"Digital Marketing, Excel, Django, Kubernetes, Docker",quincy.konda4339@placemux-student.com,2056680735,Munger,Placed
4340,2,Patrick Goda,Male,Computer Science,2026,6.65,"Data Analysis, AWS, Tableau, Java",patrick.goda4340@placemux-student.com,5303610046,Lucknow,Placed
4341,70,Chasmum Om,Female,Computer Science,2027,7.02,"C++, Docker, Python",chasmum.om4341@placemux-student.com,0987264627,Bikaner,Placed
4342,15,Aayush Patel,Male,Electronics & Communication,2024,6.92,"SQL, Excel, Java, Power BI, AWS, Machine Learning",aayush.patel4342@placemux-student.com,5415723974,Jalgaon,In Process
4343,6,Nicholas Zachariah,Male,Civil Engineering,2025,8.32,"AWS, Python, Django, C++, Deep Learning",nicholas.zachariah4343@placemux-student.com,9959746519,Burhanpur,In Process
4344,22,Jagvi Choudhary,Female,Commerce,2023,7.54,"Docker, Kubernetes, AWS, Node.js, Data Analysis, Deep Learning, Digital Marketing",jagvi.choudhary4344@placemux-student.com,0328889489,Vasai-Virar,In Process
4345,15,Xiti Date,Female,Electronics & Communication,2025,9.39,"Deep Learning, Node.js, React, Docker, C++, Tableau, Excel",xiti.date4345@placemux-student.com,3528828082,Agra,In Process
4346,9,Forum Palla,Female,Information Technology,2027,6.0,"C++, Excel, DevOps, Digital Marketing, Machine Learning, Deep Learning, Communication",forum.palla4346@placemux-student.com,0029890426,Tinsukia,Not Placed
4347,73,Harini Mutti,Female,Mechanical Engineering,2026,6.9,"Python, AWS, Communication, Docker, Node.js, Django",harini.mutti4347@placemux-student.com,4670997850,Kulti,In Process
4348,92,Daniel Dora,Male,Commerce,2024,7.09,"Kubernetes, Digital Marketing, AWS, Deep Learning, Product Management, Docker",daniel.dora4348@placemux-student.com,7888816266,Agartala,Not Placed
4349,16,Ekaraj Dyal,Male,Civil Engineering,2024,8.37,"Data Analysis, Kubernetes, Python, Java",ekaraj.dyal4349@placemux-student.com,3844461179,Berhampore,In Process
4350,18,Bhavna Chacko,Female,Data Science,2025,6.68,"Excel, Tableau, DevOps, Docker, Communication, AWS",bhavna.chacko4350@placemux-student.com,0494415361,Srinagar,Placed
4351,43,Jyoti Dora,Female,Information Technology,2024,8.0,"Power BI, Deep Learning, Excel, Machine Learning, Django, Docker, Data Analysis",jyoti.dora4351@placemux-student.com,8167049156,Warangal,In Process
4352,46,Tarak Bhatia,Male,Artificial Intelligence & ML,2025,6.96,"Django, Data Analysis, Machine Learning",tarak.bhatia4352@placemux-student.com,6851640640,Durg,In Process
4353,47,Oscar Chauhan,Male,Computer Science,2023,7.98,"Node.js, Product Management, Tableau, Deep Learning, Django",oscar.chauhan4353@placemux-student.com,8272942898,Anantapuram,Placed
4354,81,Vyanjana Gaba,Female,Information Technology,2025,6.51,"DevOps, Docker, Communication, Python, Machine Learning",vyanjana.gaba4354@placemux-student.com,8325957485,Panchkula,Placed
4355,29,Qushi Issac,Female,Civil Engineering,2024,8.37,"SQL, DevOps, Tableau, Node.js, Machine Learning",qushi.issac4355@placemux-student.com,4582388187,Yamunanagar,In Process
4356,25,Theodore Padmanabhan,Male,Civil Engineering,2026,8.5,"SQL, Digital Marketing, Power BI, Django, Machine Learning, Java",theodore.padmanabhan4356@placemux-student.com,8929247680,Aurangabad,Placed
